time,loss,val_loss,batch_size
0.0,0.04749588668346405,0.047639403492212296,
0.7966086864471436,0.03697489947080612,0.024759138002991676,256.0
0.21672892570495605,0.01626264862716198,0.011300291866064072,256.0
0.226884126663208,0.008746594190597534,0.00732460618019104,256.0
0.22815799713134766,0.006662477273494005,0.006202505435794592,256.0
0.2443852424621582,0.005841683130711317,0.00556344585493207,256.0
0.24820661544799805,0.005311999469995499,0.005125925410538912,256.0
0.2478933334350586,0.0049749412573874,0.004828464239835739,256.0
0.23276400566101074,0.004693605937063694,0.004609815776348114,256.0
0.2619190216064453,0.004461889620870352,0.004360579419881105,256.0
0.26380348205566406,0.00424174452200532,0.004118397366255522,256.0
0.2192094326019287,0.004016669932752848,0.0038990764878690243,256.0
0.2432267665863037,0.003813259769231081,0.003714961465448141,256.0
0.23485302925109863,0.0036195479333400726,0.0035199399571865797,256.0
0.22853565216064453,0.0034268314484506845,0.003329929895699024,256.0
0.23062992095947266,0.003252935828641057,0.0031723103020340204,256.0
0.24610280990600586,0.003081388771533966,0.0029934151098132133,256.0
0.23032665252685547,0.0028943431098014116,0.0028393978718668222,256.0
0.24887824058532715,0.002714343834668398,0.0026483216788619757,256.0
0.2559506893157959,0.0025558278430253267,0.0024900054559111595,256.0
0.2836489677429199,0.0023913285695016384,0.0023332599084824324,256.0
0.2691218852996826,0.00224793772213161,0.002197975292801857,256.0
0.2640986442565918,0.0021265707910060883,0.002079147147014737,256.0
0.27209949493408203,0.002002342604100704,0.001961120869964361,256.0
0.28061842918395996,0.0018943238537758589,0.0018456614343449473,256.0
0.2846791744232178,0.0018009060295298696,0.0017968807369470596,256.0
0.296245813369751,0.001712348428554833,0.0016709568444639444,256.0
0.2786729335784912,0.0016421839827671647,0.0016218009404838085,256.0
0.2659182548522949,0.0015824560541659594,0.0015586393419653177,256.0
0.25095510482788086,0.0015283250249922276,0.0015200842171907425,256.0
0.2390131950378418,0.0014729455579072237,0.0014576687244698405,256.0
0.2542383670806885,0.0014190514339134097,0.0013907921966165304,256.0
0.24460053443908691,0.001361012808047235,0.0013515623286366463,256.0
0.2332625389099121,0.0013197701191529632,0.0012821626150980592,256.0
0.26143908500671387,0.0012694518081843853,0.0012413747608661652,256.0
0.24730992317199707,0.001218046061694622,0.001178317004814744,256.0
0.24736690521240234,0.0011689201928675175,0.001133255078457296,256.0
0.264864444732666,0.001118637970648706,0.0010729709174484015,256.0
0.26209068298339844,0.001069666352123022,0.0010245428420603275,256.0
0.228729248046875,0.0010374729754403234,0.0009962499607354403,256.0
0.23764419555664062,0.0009931091917678714,0.0009685824625194073,256.0
